Duke of Marlborough,#Duke_Marlborough,29153,['499'],Miscellanies.,EPF108491045,"-499.
            A 
              brasse
              head three barrels of wch. were
              left by the French when they retired from Brussels
              under the Elector of Bavaria shott by them from their
              great gunns. Given me by the  Lord
                Halifax who had it from the
               Duke of Marlborough
            
              
              X"
Mr. Robert Walker,,,['529'],Miscellanies.,EPF108491048,"-529.
            Packs of China
              cards given me by Mr. Robert
                Walker.
            
              
              25
            
            X"
Coll. Laws.,,,['540'],Miscellanies.,EPF108491050,"-540.
            A  by the English leather
              purse embroidered together with the figure of a hand
              in horn? fastened to it to be worn to prevent thunder in the mines of Sta. Maria near
                Campeche in New Spain taken 
              of Jamaica from the Spainyards when they
              took those mines & given me by Coll.
                  Laws.
            
              
              29 C
              X"
Coll. Laws,#Coll_Laws,,['540'],Miscellanies.,EPF108491050,"-540.
            A  by the English leather
              purse embroidered together with the figure of a hand
              in horn? fastened to it to be worn to prevent thunder in the mines of Sta. Maria near
                Campeche in New Spain taken 
              of Jamaica from the Spainyards when they
              took those mines & given me by Coll.
                  Laws.
            
              
              29 C
              X"
Mrs. Sadler,,,['543'],Miscellanies.,EPF108491051,"-543.
            A Guinea smallest deers foot made into a tobacco stopper
              by being tipld with gold -  vid 1027
              . sent me by Mrs. Sadler from
              Jamaica. Cervus Juvencus, perpussilus
                Guineensis Seba. tom. 1. Tab. 43. P. 70.
            
              
              
              
              27 a"
Mr. Gore,,,['559'],Miscellanies.,EPF108491052,"-559.
            A medecine for agues brought from E.
                India from a Banian Dr. by Mr. Gore 7 graines poudered to be taken 3 mornings in a
              Spoonfull of broath, posset drink, or rose water - tryed & proved by Mr.
            
              
              
              25"
Mr. Orchard,,,['564'],Miscellanies.,EPF108491053,"-564.
            A China
              belt , given me by Mr.
                Orchard."
Mr. Pinfold,#Mr._Pinfold,13479909,['566'],Miscellanies.,EPF108491053,"-566.
            2 Glasse
              rings made in imitation of Cornelian from 
                  Mr. Pinfold."
Dr. Adair,#Patrick_Adair,279541491,['568'],Miscellanies.,EPF108491053,"-568.
            An East India baskett , from the East Indies by  Dr.
                  Adair."
Mr. Chichele,,,['570'],Miscellanies.,EPF108491054,"-570.
            The pipe of a long Turkish
              tobacco
              pipe made of wood turned. given
              me by  Mr. Chichele."
Mr. Middleton,,,['573'],Miscellanies.,EPF108491054,"-573.
            A  made of Cord
              hemp & porcupines
                quills died from the Iroquois by the Indian Kings given me by
                 Mr. Middleton
              , for tying their prisoners.
            
              
              
              19 J
              X"
Sr. Charles Wager,,,['579'],Miscellanies.,EPF108491055,"-579.
            A silver instrument to be
              fastened to the end of the penis to keep that
                part from hurt by the bryars & thorns in Darien brought from thence by  Sr. Charles Wager &
              given me by  Dr. Mead.
            
              
              X"
Dr. Mead,,,['579'],Miscellanies.,EPF108491055,"-579.
            A silver instrument to be
              fastened to the end of the penis to keep that
                part from hurt by the bryars & thorns in Darien brought from thence by  Sr. Charles Wager &
              given me by  Dr. Mead.
            
              
              X"
Mr. Bernard,,,['580'],Miscellanies.,EPF108491055,"-580.
            A piece of a dish
              a target covered wt. gilt
                  leather taken up out of the Spainish galeon that was Shipwrackd in 1588. on the coast of
                Scotland about 100 years after when it was covered
              in part with a thin crust from the sea water given me by
                  Mr. Bernard who had it of"
Alexr. Brown,#Alexander_Brown5,,['586'],Miscellanies.,EPF108491057,"-586.
            Another quiver wt. 8 arrowes 2
              of them intire Larger then the precedent, the one end
              being headed & besmeared wt. poyson, the other
              having a piece of
              Lignum levissimum fastened to it, There is like wise a
                hollow
              small
              joint of a cane likely to contain poyson & a pencill
              made of a triangular
              hollow stalk likely of some
              cyperus , the hairs of it are like small
              ostridges feathers. These three last out of the
              collection of Alexr. Brown."
Mr. Maidstone,#Mr._Maidstone,,['593'],Miscellanies.,EPF108491058,"-593.
            A Chinese organ to be held in the hand & plaid
              upon given me by
              Mr. Maidstone.
            
              
            
            X"
Dr. Brown,#Dr._Brown,,['596'],Miscellanies.,EPF108491059,"-596.
            An oyle from Florence or Rome for bitings
              of vipers &c? Dr.
                Brown."
Dr. Brown,#Dr._Brown,,['597'],Miscellanies.,EPF108491059,"-597.
            Olio contra Veleni, della
              Spezieria de'padri di Sto. Spirito di Fiorenza
              Dr. Brown wt.. an account of its vertues."
Dr. Brown,#Dr._Brown,,['599'],Miscellanies.,EPF108491059,"-599.
            Liquore da dissenterie o altri flussi della
              Spezieria &c. Dr. Brown.
            
              
              
              67 F"
Dr . Brown,,,['600'],Miscellanies.,EPF108491059,"-600.
            Oleum absynthÿ chymic. D
                  r. Brown.
            
              
              
              67 F"
Dr. Brown,#Dr._Brown,,['601'],Miscellanies.,EPF108491060,"-601.
            OP. e cort. citri express. Dr. Brown."
Dr. Br,#Dr._Br,,['602'],Miscellanies.,EPF108491060,"-602.
            Oleum anisi. Dr. Br."
Dr. Brown,#Dr._Brown,,['603'],Miscellanies.,EPF108491060,"-603.
            Oleum Salviæ. Dr. Brown."
Dr. Brown,#Dr._Brown,,['604'],Miscellanies.,EPF108491060,"-604.
            Oleum petrolei? Dr. Brown."
Dr. Brown,#Dr._Brown,,['605'],Miscellanies.,EPF108491060,"-605.
            Unto da nervi, della Spezieria de Padri di S. Spirito di Fiorenza.
              Dr. Brown."
Dr. Brown,#Dr._Brown,,['606'],Miscellanies.,EPF108491060,"-606.
            Elixir vite. Dr. Brown."
Dr. Brown,#Dr._Brown,,['607'],Miscellanies.,EPF108491060,"-607.
            Olio da Stomaco? della Spezieria &c ut. antea.
                  Dr. Brown."
Dr. Brown,#Dr._Brown,,['609'],Miscellanies.,EPF108491061,"-609.
            Elixir proprietatis? Dr.
                  Brown."
Dr. Brown.,,,['610'],Miscellanies.,EPF108491061,"-610.
            Gjulebbo o estratto gemmato. della Spezieria &c.
              Dr. Brown."
Dr. Br,#Dr._Br,,['612'],Miscellanies.,EPF108491061,"-612.
            Oil of Bergamot? Dr. Br."
Dr. Brown,#Dr._Brown,,['613'],Miscellanies.,EPF108491061,"-613.
            Lozenges or pastills perfumed
                & b burnt at the K. of. Eng. touching for the evill, to
              prevent infection Dr. Brown.
            
              
              19 m"
Dr . Brown.,,,['614'],Miscellanies.,EPF108491061,"-614.
            A Brasse Juglers bell ? D
                  r. Brown.
            
              
              19 g"
Dr. Br,#Dr._Br,,['615'],Miscellanies.,EPF108491061,"-615.
            The same. Dr. Br.
            
              
              19 g"
Dr. Br,#Dr._Br,,['616'],Miscellanies.,EPF108491061,"-616.
            China
              Inke. Dr. Br.
            
              
              24 p."
Dr. Br,#Dr._Br,,['617'],Miscellanies.,EPF108491061,"-617.
            St. Andrews crosse worn by those
              of the Royall Society on that day. Dr. Br.
            
              
              29 b"
Dr. Brown,#Dr._Brown,,['618'],Miscellanies.,EPF108491062,"-618.
            A Small thumb piece of 
              ivory to defend the thumb
              against being hurt by the bow string in Shooting from Turkey. Dr. Brown.
            
              
              25"
Dr. Brown,#Dr._Brown,,['619'],Miscellanies.,EPF108491062,"-619.
            Lapis contrayerva. Dr. Brown."
Dr. Brown,#Dr._Brown,,['621'],Miscellanies.,EPF108491062,"-621.
            Pills used by Dr. Brown.
            
              
              19 k"
Alex. Brown,#Alexander_Brown2,,['630'],Miscellanies.,EPF108491063,"-630.
            A Turkish
              tobacco pipe ? Alex.
                Brown."
Mr. Alexr. Brown .,,,['632'],Miscellanies.,EPF108491063,"-632.
            A pair of Chinese Scales & weight wt. the reduction of the China
              weights to English by Mr. Alexr. Brown .
              
            
            
              
              
              
            25
              
            X"
Alexr. Brown,#Alexander_Brown5,,['633'],Miscellanies.,EPF108491064,"-633.
            French Money
              Gold weights for guineas &c? from
              Alexr. Brown.
            
              
              21 q."
Al. Br.,,,['639'],Miscellanies.,EPF108491065,"-639.
            A small
              ivory foot measure. Al. Br."
Al. Br.,,,['640'],Miscellanies.,EPF108491065,"-640.
            A small pair of compasses of brasse.
              Al. Br."
AL B.,,,['641'],Miscellanies.,EPF108491065,"-641.
            A small
              hammer. AL B."
Alexr. Br.,#Alexander_Brown4,,['642'],Miscellanies.,EPF108491065,"-642.
            A cone of redish
              serpentine Stone from
                  Alexr. Br.
            
              
              19 g."
Al. Br.,,,['649'],Miscellanies.,EPF108491066,"-649.
            A large head of an arrow of
              yellow
              flint , from Scotland?
                Al. Br.
            
              
              
              27 Cab"
Mr . Wilson,,,['652'],Miscellanies.,EPF108491066,"-652.
            Two glasses for a camera
                obscura & painting frame from M
                  r. Wilson &
              Alexr. Brown."
Alexr. Brown,#Alexander_Brown5,,['652'],Miscellanies.,EPF108491066,"-652.
            Two glasses for a camera
                obscura & painting frame from M
                  r. Wilson &
              Alexr. Brown."
Mr. Wilsons microscopes,,,['653'],Miscellanies.,EPF108491066,"653
            A sett of Mr. Wilsons
                  microscopes & objects & a frame to hold them in from
              the same.
            
              
              21 9.
              a"
Hoffsted van Essen,#Hoffsted_van_Essen,96012772,['663'],Miscellanies.,EPF108491068,"-663.
            A  Persian
              padlock from Hoffsted van
                Essen :
            
              
              
              
              19 g
            
            X"
Alexr. Brown ,,,['664'],Miscellanies.,EPF108491068,"-664.
            A Chinese penknife. Alexr.
                  Brown
                
              hexagonal ivory handle. engraved & filled
                in with black which serves as a case for the sliding
                blade. L. 7 3/4
            
              
              
              25
              A.W.F. 1854.
              X"
Alexr. Brown,#Alexander_Brown5,,['665'],Miscellanies.,EPF108491068,"-665.
            A blew
              colour used in China,
              like but lighter then, Indigo . Alexr. Brown.
              Thought to be Prussian Blew"
Green,,,['669'],Miscellanies.,EPF108491068,"-669.
            A green
              colour from the same an
                Green sand from China
              pounded?
            
              
              26 X"
Dr. Br.,,,['670'],Miscellanies.,EPF108491069,"-670.
            Flanders
              tiles wt. wch.
              they   floor stables. Dr.
                  Br."
Dr. Brown,#Dr._Brown,,['671'],Miscellanies.,EPF108491069,"-671.
            Tops of Syringes? Dr. Brown.
            
              
              19 k."
Dr. Brown,#Dr._Brown,,['672'],Miscellanies.,EPF108491069,"-672.
            A piece of red
              tile ? Dr. Brown.
            
              
              19. f"
Dr. Br,#Dr._Br,,['674'],Miscellanies.,EPF108491069,"-674.
            A black
              enamell or glasse ? Dr. Br.
            
              
              20. J."
Dr. Br.,,,['675'],Miscellanies.,EPF108491069,"-675.
            Prussia
              sope ? Dr. Br."
Dr. Br,#Dr._Br,,['676'],Miscellanies.,EPF108491069,"-676.
            A greenish & redish
              marbled
              glasse.
              Dr. Br."
Dr. Br,#Dr._Br,,['677'],Miscellanies.,EPF108491069,"-677.
            An ivory box in form of a barrell ?
              Dr. Br.
            
              
              19 g"
Dr. Br,#Dr._Br,,['678'],Miscellanies.,EPF108491069,"-678.
            An ivory box in form of a button ?
              Dr. Br."
Dr. Br,#Dr._Br,,['679'],Miscellanies.,EPF108491070,"-679.
            Lake. Dr. Br.
            
              
              19 k."
Dr. Br,#Dr._Br,,['680'],Miscellanies.,EPF108491070,"-680.
            Masticut a colour. Dr. Br.
            
              
              19 k."
Dr. Brown.,,,['681'],Miscellanies.,EPF108491070,"-681.
            Nodulus e benzoino , Tacamahaca & balsamo
              Peruviano. Dr. Brown. an to refresh by its scent?
            
              
              19 m"
Dr. Br,#Dr._Br,,['682'],Miscellanies.,EPF108491070,"-682.
            Nodulus e balsamo de Tolu, Tacama =haca benzoin.
              & bals. Peruv. cum ol. absynth. chym. gtt. ÿ?
                  Dr. Br.
            
              
              19 m"
Dr. Br,#Dr._Br,,['683'],Miscellanies.,EPF108491070,"-683.
            Species hieræ picræ. Dr.
                  Br.
            
              
              19 k"
Dr. Br.,,,['684'],Miscellanies.,EPF108491070,"-684.
            Empl. de vanis cum mercurio. Dr. Br.
            
              
              19 k"
D. Manuch,,,['685'],Miscellanies.,EPF108491070,"-685.
            Pil. potentiales. D. Manuch. Mr. S. Br.
            
              
              19 m"
Mr. S. Br.,,,['685'],Miscellanies.,EPF108491070,"-685.
            Pil. potentiales. D. Manuch. Mr. S. Br.
            
              
              19 m"
Dr. Br.,,,['686'],Miscellanies.,EPF108491070,"-686.
            Three Spoons of wood in a
                leather case to be shoov'd asunder. Dr. Br.
            
              
              19. o."
Dr. Browne,#Dr._Browne,,['693'],Miscellanies.,EPF108491071,"-693.
            A red
              medicine. Dr. Browne.
            
              
              19 k"
Dr. Brown,#Dr._Brown,,['694'],Miscellanies.,EPF108491071,"-694.
            Glasse found at the bottom of a
              lime kiln. Dr. Brown
            
              
              20 J."
Dr. Cheyne.,,,['695'],Miscellanies.,EPF108491071,"-695.
            The head of an arrow shap'd like a lozenge of redish
              flint from
              Scotland.  Dr.
                  Cheyne.
            
              
              20. J
              28 b"
Dr. Brown,#Dr._Brown,,['698'],Miscellanies.,EPF108491072,"-698.
            A mixture of cantharides &c.
                
              Dr. Brown. an
              that of Dr. Groenfield ?
            
              
              19 m"
Dr. Groenfield,,,['698'],Miscellanies.,EPF108491072,"-698.
            A mixture of cantharides &c.
                
              Dr. Brown. an
              that of Dr. Groenfield ?
            
              
              19 m"
Mr. Petiver,#James_Petiver,34799386,['724'],Miscellanies.,EPF108491075,"-724.
            Lozenges made of the Eleo
              Saccharum of the oil made by the
                Dutch in the East Indies
               & brought from thence into
                Holland called oleum Schænanthi. From  Mr.
                Petiver.
            
              
              20 m"
Mr. Hodges,,,['737'],Miscellanies.,EPF108491077,"-737.
            A copper ? or name it? small
                hammerhead ? from 
              the garbling of
              cocheneel from the West
                Indies, given me by Mr. Hodges.
            
              216. a
              20. J"
Mr. James,,,['739'],Miscellanies.,EPF108491077,"-739.
            A screw'd vessell made of green
              
              Serpentine stone to carry butter
              in in hott weather to keep it cool. given me by Mr.
                  James.
            
              
              30. a"
Mr. Godfrey,,,['753'],Miscellanies.,EPF108491079,"-753.
            Elixir bechique of  Mr. Godfrey
            
              
              67 G"
Joys,,,['765'],Miscellanies.,EPF108491081,"-765.
            A piece of rope broke by
                  Joys the Kentish man.
              1702."
Mr. W,,,['768'],Miscellanies.,EPF108491081,"-768.
            Water Hermetically seal'd by
                  Mr. W
              m. Dunker 1683.
            
              
              67 C"
Sr. John Ra,,,['779'],Miscellanies.,EPF108491082,"-779.
            An Irish  ditcher who thought it hott, given by hatchet made of green
              Spleen stone found after a shoure & thunder by a
                Sr. John Ra
            
              
              28 b
            
            X"
Mr. Maidstone,#Mr._Maidstone,,['780'],Miscellanies.,EPF108491083,"-780. 
            Indian money made of leaden
              rings strung on leaves of typha ?
              Mr. Maidstone.
            
              
              24
            
            X"
Dr. Adair,#Patrick_Adair,279541491,['789'],Miscellanies.,EPF108491084,"-789.
            A box made of the partition pieces of the
                nautilus set wt.
                granats
               Dr. Adair.
            
              
              25"
Martha Cooper,#Martha_Cooper,,['806'],Miscellanies.,EPF108491086,"806.
            A necklace
               made of very small
              black
               beads by a woman who had no hands one Martha Cooper ---- } 0. 2.
              0.
            
              
              27 a"
Sr. W,,,['810'],Miscellanies.,EPF108491086,"-810.
             Sr. W
              m. Courtens
              large
              seal. 
            
              
              27 a."
Sr. Streynsham Masters,,,['811'],Miscellanies.,EPF108491086,"811.
             Sr. Streynsham Masters an English Merchts. passe or privilege from the  East
                India princes wt. a seal to it. Given me by the
                 Archbishop of Canterbury."
Archbishop of Canterbury,,,['811'],Miscellanies.,EPF108491086,"811.
             Sr. Streynsham Masters an English Merchts. passe or privilege from the  East
                India princes wt. a seal to it. Given me by the
                 Archbishop of Canterbury."
Br,,,['814'],Miscellanies.,EPF108491086,"-814.
            Artificiall eyes. Br."
Duke of Monmouth,,,['821'],Miscellanies.,EPF108491087,"-821.
            Relicks wch. the  Duke of
                  Monmouth carried abt. him to preseve him from dangers
              & had in his pocket when he was taken prisoner.
              22. b. given me by the 
                Thomas Tennison Lord.
                Archbishop of Canter=
                bury.
            XX"
Thomas Tennison Lord. Archbishop of Canterbury,,,['821'],Miscellanies.,EPF108491087,"-821.
            Relicks wch. the  Duke of
                  Monmouth carried abt. him to preseve him from dangers
              & had in his pocket when he was taken prisoner.
              22. b. given me by the 
                Thomas Tennison Lord.
                Archbishop of Canter=
                bury.
            XX"
Caspar Antonio,#Caspar_Antonio,,['836'],Miscellanies.,EPF108491089,"-836.
            A Large Goa Stone made there 
               by one Caspar Antonio a Priest 
              Dr. Hobbs told me
              his brother  in law a Priest of Flanders
               who had been there assured him it was made of five ingredts viz. pearl , bezoar ,
                ambergrise ? 
              granats ? & Corall ? } 4. 6. 0
            
              
              27 C"
Dr. Hobbs,,,['836'],Miscellanies.,EPF108491089,"-836.
            A Large Goa Stone made there 
               by one Caspar Antonio a Priest 
              Dr. Hobbs told me
              his brother  in law a Priest of Flanders
               who had been there assured him it was made of five ingredts viz. pearl , bezoar ,
                ambergrise ? 
              granats ? & Corall ? } 4. 6. 0
            
              
              27 C"
Mr. Hombergs,,,['837'],Miscellanies.,EPF108491089,"-837.
            Mr. Hombergs
              flowers of Sal
              armoniac to be used in fevers given
              me by  Mr. Geoffroy."
Mr. Geoffroy,,,['837'],Miscellanies.,EPF108491089,"-837.
            Mr. Hombergs
              flowers of Sal
              armoniac to be used in fevers given
              me by  Mr. Geoffroy."
Mr. Robinson,#Mr._Robinson,,['842'],Miscellanies.,EPF108491090,"-842.
            A Colour ? used in China, cerusse ? From  Mr. Robinson
              
                Spermaceti talc ? } -- 0. 1.
              0.
            
              
              19 m"
Dr. Waldo,#Dr._Waldo,,['845'],Miscellanies.,EPF108491090,"-845.
            A feather whisk from
                Suratte 8 by Dr.
                Waldo -----"
Mr. Heathcote,#Gilbert_Heathcote,48246577,['847'],Miscellanies.,EPF108491090,"-847.
            A hollow
              trunk
              tube of palm? wood for shooting
              poyson'd arrows wt. a sword point
              at top from  Mr.
                Heathcote. likely from the
                Celebes tip'd wt.
                silver"
Mr. Heathcote,#Gilbert_Heathcote,48246577,['849'],Miscellanies.,EPF108491091,"-849. 
            
            An Indian 
              hatt of Cane splitt
              From  Mr. Heathcote.-"
Sr. Nicolas Waite,,,['852'],Miscellanies.,EPF108491091,"-852.
            Oleum rosarum persicarum chym=
              =icum liquidum. From Sr. Nicolas Waite.
              From Persia where & by the great Mogol
              'tis used as a - great perfume in their Baths &c.
            
              
              67 G & E"
Dr. Waldo,#Dr._Waldo,,['853'],Miscellanies.,EPF108491091,"-853.
            Oleum rosarum Persicarum
              chymic= =um butyraceum. From Dr. Waldo.
            
              19 K."
Dr. Waldo,#Dr._Waldo,,['854'],Miscellanies.,EPF108491091,"-854.
            Oleum Curcumæ chymicum. From
              Dr. Waldo.
            
              
              67 L"
Dr. Waldo,#Dr._Waldo,,['856'],Miscellanies.,EPF108491092,"-856.
            Oleum absynthÿ Romani chymicum
              From Dr. Waldo.
            
              
              67 H"
Navarette,,,[],Miscellanies.,EPF108491092v,"# A Chinese bason of.  ly entertain'd w Navarette of
                China who was he says himself notab t the beating of them
                for tho' they are no biger than an ordinary bason they sound like a
                  great Bell & was a strange
                Instrument. Churchills Collect. of Travels
                  1. p. 238 Voll"
Dr. Waldo,#Dr._Waldo,,['863'],Miscellanies.,EPF108491093,"-863.
            Oleum palmarum? From
              Dr. Waldo.
            
              
              67 L"
Mr. Heathcote,#Gilbert_Heathcote,48246577,['870'],Miscellanies.,EPF108491093,"-870.
            The drum stick both given me by Mr. Heathcote."
Dr. Waldo,#Dr._Waldo,,['873'],Miscellanies.,EPF108491094,"-873.
            A scymiter handle of 
              wood with a lyons head carved upon it. from Dr. Waldo ---} 0. 2. 6.
            
              
              27."
Dr. Lavater,#Dr._Lavater,,['874'],Miscellanies.,EPF108491094,"-874.
            A Syringe for injecting the vessells wt. wax of severall colours?
              or From Dr. Lavater."
Mr. Burnett,,,['876'],Miscellanies.,EPF108491094,"-876.
            A purse made of an herb from guinea. 'Tis red & gray
               coloured. Given me by Mr. Burnett.
            
              
              19 W"
Mr. Cowper,#Mr._Cowper,,['877'],Miscellanies.,EPF108491094,"-877.
            A crooked surgeons needle. From
               Mr. Cowper."
Mr. Aston.,,,['878'],Miscellanies.,EPF108491095,"-878.
            An amber Crucifix of severall
              colours carv'd by given to me by  Mr. Aston.
            
              
              
              29 a?"
Mr. Perronet,,,['883'],Miscellanies.,EPF108491095,"-883.
            An Indian large
              black
              earthen
              
              tobacco pipe boll fitted to a pipe  of
                wood covered wt. him &
                matt wt.  2 pieces of
                iron to rest it on the  ground where they smoke wch. is sitting.  From  Mr. Perronet } 0. 5.
              0."
Mr. Gilberts,,,['888'],Miscellanies.,EPF108491096,"-888.
            Part of the sail of the Montague
              knotted together by a storme on the 10th. of Nov 1708 in 13°. 7'. Lat. North. on
              the coast of India. Given me by Mr. Gilberts."
Dr . Lister,,,['896'],Miscellanies.,EPF108491097,"-896.
            A necklace of small
              canna India seeds. From  D
                  r. Lister.
            
              
              
              20. O."
Wm. Lord Cowper,,,['897'],Miscellanies.,EPF108491097,"-897.
            Part of the broken staff of  Wm. Lord Cowper when created Lord
              - High Steward for tryall of the
               Earl of Oxford
              . Given me by
              Mr. Roberts"
Earl of Oxford ,,,['897'],Miscellanies.,EPF108491097,"-897.
            Part of the broken staff of  Wm. Lord Cowper when created Lord
              - High Steward for tryall of the
               Earl of Oxford
              . Given me by
              Mr. Roberts"
Mr. Roberts,,,['897'],Miscellanies.,EPF108491097,"-897.
            Part of the broken staff of  Wm. Lord Cowper when created Lord
              - High Steward for tryall of the
               Earl of Oxford
              . Given me by
              Mr. Roberts"
Albertus Seba,#Albertus_Seba,5113867,['900'],Miscellanies.,EPF108491097,"-900.
            Oleum Squinanth. Ind. From 
               Albertus Seba Chymist in
                Amster=  dam. Zÿ Z Zÿ ---}
                0. 13. 0.
            
              
              67 K"
Dr. Lister,#Dr._Lister,17095468,['908'],Miscellanies.,EPF108491097,"-908.
            The formes of Spaw chrystalls From  Dr. Lister.
            
              
              29 a"
Dr. Lister,#Dr._Lister,17095468,['910'],Miscellanies.,EPF108491098,"-910.
            Vitrum sublimatum ti. Cinna= =bar Vitrificat? From  Dr. Lister.
            
              
              20 J."
Dr. Lister,#Dr._Lister,17095468,['912'],Miscellanies.,EPF108491098,"-912.
            A Piece of a pott made of  
              terra Lemnia. From  Dr.
                Lister.
            
              
              19. f"
Dr. Steigertahl,,,['916'],Miscellanies.,EPF108491098,"-916.
            A preparation of steel for-
              spitting blood. From  Dr. Steigertahl.
            
              
              67 J."
Mrs. Trenchfield,#Mrs._Trenchfield,,['909'],Miscellanies.,EPF108491099,"-909.
            A piece of green figured paper from China which wetted gives a red colour
              where with they
              paint themselves. From Mrs.
                Trenchfield.
            
              
              24 p.
              X"
Mr. Petiver,#James_Petiver,34799386,['910'],Miscellanies.,EPF108491099,"-910.
            A microscope from  Mr. Petiver.
            
              
              21 g."
Mr. Heathcote,#Gilbert_Heathcote,48246577,['911*'],Miscellanies.,EPF108491099,"-911. * 
            The boll of an Ancient tobacco
              pipe found under ground its
              Epping forest from Mr. Heathcote.
            
              
              199. d."
Mr. Petiver,#James_Petiver,34799386,['912*'],Miscellanies.,EPF108491099,"-912. * 
            Pastills? From  Mr. Petiver.
            
              
              19 k."
Mr. Petiver.,,,['913**'],Miscellanies.,EPF108491099,"-913. ** 
            Goan balls
              or Lapis de goan made by  Mr. Petiver. to serve
              the uses of di scordum
                or
              Goa stone or Gascoine
              pouder.
            
              
              19 k."
Mr. Moults,,,['915*'],Miscellanies.,EPF108491099,"-915. * 
            A preparation of Mr. Moults (Styptic.) said not to fail to cure Spitting
              blood, it is made in Sp. V. Eatoris styptick.
            
              
              67 K"
Mr. Stallwood,,,['916*'],Miscellanies.,EPF108491099,"-916. *
            The hind  a part of head
               in white
              alabaster found in the ruines of Whitehall given me by
              Mr. Stallwood."
Pet,,,['917*'],Miscellanies.,EPF108491099,"-917. * 
            Oleum Macis. 
                Pet.
            
              
              67 g"
Mr. Johnson,,,['919*'],Miscellanies.,EPF108491100,"-919. * 
            A china
              quadrangular
              stand
               Mr.
                Johnson."
Mr. Ott,,,['940'],Miscellanies.,EPF108491101,"-940.
            The tessere Badeuses mix'd wt. a stony matter or turn'd into stone
              found Swisserland & given me by
                 Mr. Ott."
Pet,,,['941'],Miscellanies.,EPF108491102,"-941.
            Resina ?  Pet.
            
              67 g"
Pet,,,['962'],Miscellanies.,EPF108491103,"-962.
            Ol. salv. absinth?  Pet."
Ld Cadogan,#Charles_Cadogan,41706359,['970'],Miscellanies.,EPF108491103,"-970.
            A Bowl, A tea pott, 7 saucers 6 cups, a sugar dish
              & cover & tea canister. all made
              of past board & paper painted upon to imitate China
              ware made by a Dutchman who lived in Japan. given me by
                 Ld
                Cadogan. X
            
              
              30 b
            

            
            
              A W F. 1886"
Pet,,,['971'],Miscellanies.,EPF108491103,"-971.
            Womens stockins which are never tyed up but hanging
              down the most common fashion.  Pet"
Joy,,,['974'],Miscellanies.,EPF108491104,"-974.
            A Piece of rope broke by the
              strong man. Joy. 
                Pet.
            
              
              19 g"
Pet,,,['974'],Miscellanies.,EPF108491104,"-974.
            A Piece of rope broke by the
              strong man. Joy. 
                Pet.
            
              
              19 g"
James Petiver,#James_Petiver,34799386,['978'],Miscellanies.,EPF108491104,"-978.
             James Petiver cast to be
              printed. Id.
            
              
              19 g."
Mr. Alsop,,,['979'],Miscellanies.,EPF108491104,"-979.
            An Indian purse. I
              Mr. Alsop.
            
              
              19 W."
Pet,,,['983'],Miscellanies.,EPF108491104,"-983.
            Goan stone. 
                Pet."
Pet.,#James_Petiver,34799386,['987'],Miscellanies.,EPF108491105,"-987.
            A Tin ?  spout of
                a boiler 
                Pet.
            
              
              19 f"
Pet,,,['989'],Miscellanies.,EPF108491105,"-989.
            Orpiment from China? 
                Pet.
            
              
              25"
Bagford,,,['993'],Miscellanies.,EPF108491105,"-993.
            A ruler for writing? Bagford
              
                Pet.
            
              
              20 m"
Pet,,,['993'],Miscellanies.,EPF108491105,"-993.
            A ruler for writing? Bagford
              
                Pet.
            
              
              20 m"
Pet.,#James_Petiver,34799386,['998'],Miscellanies.,EPF108491106,"-998.
            Part of a Chinese pencill 
              
              
                Pet.
            
              
              24 B"
Pet,,,['1003'],Miscellanies.,EPF108491106,"-1003.
            Beads made of red
              marble. 
                Pet.
            
              
              
              27 a."
Symmonds,,,['1005'],Miscellanies.,EPF108491106,"-1005.
            A figure of a boy with one
              hand  extended, cutt in box by Symmonds not quite finished-----} -1. 10. 0.
            
              27 ?
            
            X"
Riley,#Riley,,['1009'],Miscellanies.,EPF108491107,"-1009.
            A Shirt for a bride & bridegroom? made of the
                bark of the Lagetto?
              Riley.
            
              
              32. J
            
            X"
Mrs. Byde,,,['1011'],Miscellanies.,EPF108491107,"-1011.
            A large
              flatt Lump of the Salt terrene
                Substance found at the bottom of a
              Hay rick in Ware
                park where the Hay being putt up not fully dried took fire.
              Sent to me by Mrs. Byde."
Dr . Slare,,,['1012'],Miscellanies.,EPF108491107,"-1012.
            The  in
                figure of a man sitting on a deaths head wt. his hands lifted up &c. white
              amber given me by  D
                  r. Slare."
George Harris,#George_Harris,,['1019'],Miscellanies.,EPF108491107,"-1019.
            George Harris set in printing
              letters. 
                Pet.
            
              
              19 g"
Pet,,,['1019'],Miscellanies.,EPF108491107,"-1019.
            George Harris set in printing
              letters. 
                Pet.
            
              
              19 g"
prince of Hesses,,,['1022'],Miscellanies.,EPF108491107,"-1022.
            From Gibraltar a piece of
              a stone & stick wt. the tincture of the prince of
                  Hesses , blood being taken from the
              seat where he bled to death sent me from Bradyll in
                 Gibraltar the 13. of Dec. 1705. Mr. Conduit.
            
              
              20 m"
Bradyll,#Bradyll,,['1022'],Miscellanies.,EPF108491107,"-1022.
            From Gibraltar a piece of
              a stone & stick wt. the tincture of the prince of
                  Hesses , blood being taken from the
              seat where he bled to death sent me from Bradyll in
                 Gibraltar the 13. of Dec. 1705. Mr. Conduit.
            
              
              20 m"
