Dr. Adair,#Patrick_Adair,279541491,['455'],Miscellanies.,EPF108491040,"-455.
            Pulvis ad calculum proprius Indicus. from 
                  Dr. Adair vid.
              descriptio.
            
              
              26 x","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-455.</ea:catnum>
            <p><add rend=""underline"">Pulvis</add> ad calculum proprius Indicus.<lb/> from <persName ref=""#Patrick_Adair"">
                  D<hi rend=""sup"">r</hi>. <add rend=""underline"">Adair</add></persName> vid.
              descriptio.</p>
            <p>
              
              <add rend=""red"">26 x</add>
            </p>
          </div3>

          "
Dr. Adair,#Patrick_Adair,279541491,['458'],Miscellanies.,EPF108491040,"-458.
            A Flores bezoini ? sort of talk or pomatum ?  Dr.
                Adair.
            
              
              19 k.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-458.</ea:catnum>
            <p>A <add hand=""shift""><metamark function=""carets"">Flores <add rend=""underline"">bezoini</add> ?</metamark></add> sort of <material><add rend=""underline"">talk</add></material> or pomatum ? <persName ref=""#Patrick_Adair""> D<hi rend=""sup"">r</hi>.<lb/>
                <add rend=""underline"">Adair</add></persName>.</p>
            <p>
              
              <add rend=""red"">19 k.</add>
            </p>
          </div3>

          "
Mr. Cunningham,#James_Cunningham,,['462'],Miscellanies.,EPF108491041,"-462.
            See-kin-ting. fit ex Huing-hoang
              mineral. Nien-hoang lap. e felle bov. Tchu-sha mineral rubr.
              infar cinnabaris & she-hiang Moscho.
              Cleyer. med. sinic. No. 266. from
                  Mr. Cunningham","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-462.</ea:catnum>
            <p><add rend=""underline"">See-kin-ting</add>. fit ex Huing-hoang<lb/>
              <material>mineral</material>. Nien-hoang lap. e felle<lb/> bov. Tchu-sha mineral rubr.
              infar<lb/> cinnabaris &amp; she-hiang Moscho.<lb/>
              <bibl><add rend=""underline"">Cleyer</add>. med. sinic. No. 266.</bibl><lb/> from
                  <persName ref=""#James_Cunningham"">M<hi rend=""sup"">r</hi>. <add rend=""underline"">Cunningham</add></persName></p>
            <p>
              
            </p>
          </div3>

          "
Dr. Hook,#Robert_Hooke,32063971,['466'],Miscellanies.,EPF108491041,"-466.
            A piece of watch work belonged to
               Dr. Hook.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-466.</ea:catnum>
            <p>A <measure>piece</measure> of <add rend=""underline"">watch work</add> belonged to<lb/>
              <persName ref=""#Robert_Hooke""> D<hi rend=""sup"">r</hi>. <add rend=""underline"">Hook</add></persName>.</p>
          </div3>

          "
Father Fontaney,#Jean_De_Fontaney,,['469'],Miscellanies.,EPF108491041,"-469.
            Perfum'd candles from China given me by Father Fontaney.
            
              
              25.
            
            X","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-469.</ea:catnum>
            <p>Perfum'd <add rend=""underline"">candles</add> from <placeName ref=""#China"">China</placeName> given me<lb/> by <persName ref=""#Jean_De_Fontaney"">Father <add rend=""underline"">Fontaney</add></persName>.</p>
            <p>
              
              <add rend=""red"">25.</add>
            </p>
            <metamark rend=""ink"">X</metamark>
          </div3>




          "
Mr. Dampier,#Dampier,36972348,['481'],Miscellanies.,EPF108491043,"-481.
            Lichen cinereus terrestris used
              by  Mr. Dampier
              for the cure of the biting of a madd dogg. vid
              philosoph-trans.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-481.</ea:catnum>
            <p><material><add rend=""underline"">Lichen</add></material> cinereus terrestris used<lb/>
              by <persName ref=""#Dampier""> M<hi rend=""sup"">r</hi>. <add rend=""underline"">Dampier</add></persName>
              for the cure<lb/> of the biting of a madd<lb/> dogg. vid
              <bibl>philosoph-trans.</bibl></p>
            <p>
              
            </p>
          </div3>

          "
Mr. Conyers,#John_Conyers,,['487'],Miscellanies.,EPF108491044,"487.
            Black
              glasse ? Mr. Conyers.
            
              
              20. J.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">487.</ea:catnum>
            <p><note type=""colour"">Black</note>
              <material><add rend=""underline"">glasse</add></material> ? <persName ref=""#John_Conyers"">M<hi rend=""sup"">r</hi>. <add rend=""underline"">Conyers</add></persName>.</p>
            <p>
              
              <add rend=""red"">20. J.</add>
            </p>
          </div3>

          "
Dr. Stuart,#Alexander_Stuart,32430927,['493'],Miscellanies.,EPF108491044,"-493.
            India or China
              ink from  Dr.
                Stuart.
            
              
              24 p.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-493.</ea:catnum>
            <p><placeName ref=""#India"">India</placeName> or <placeName ref=""#China"">China</placeName>
              <material><add rend=""underline"">ink</add></material> from <persName ref=""#Alexander_Stuart""> D<hi rend=""sup"">r.</hi><lb/>
                <add rend=""underline"">Stuart</add></persName>.</p>
            <p>
              
              <add rend=""red"">24 p.</add>
            </p>
          </div3>

          "
Dr. Stuart,#Alexander_Stuart,32430927,['496'],Miscellanies.,EPF108491045,"-496.
            Lapis Meriganga contra morbos frigidos. Superior
              Bandore R. 6. valet. from
               Dr. Stuart.
            
              
              19 k.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-496.</ea:catnum>
            <p><material>Lapis Meriganga</material> contra<lb/> morbos frigidos. Superior<lb/>
              Bandore R. 6. valet. from<lb/>
              <persName ref=""#Alexander_Stuart""> D<hi rend=""sup"">r</hi>. <add rend=""underline"">Stuart</add></persName>.</p>
            <p>
              
              <add rend=""red"">19 k.</add>
            </p>
          </div3>

          "
Lord Halifax,#Charles_Montagu,22485966,['499'],Miscellanies.,EPF108491045,"-499.
            A 
              brasse
              head three barrels of wch. were
              left by the French when they retired from Brussels
              under the Elector of Bavaria shott by them from their
              great gunns. Given me by the  Lord
                Halifax who had it from the
               Duke of Marlborough
            
              
              X","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-499.</ea:catnum>
            <p>A 
              <material>brasse</material>
              <add rend=""underline"">head</add> three barrels<lb/> of w<hi rend=""sup"">ch</hi>. were
              left by the French<lb/> when they retired from <placeName ref=""#Brussels"">Brussels<lb/></placeName>
              under the Elector of <placeName ref=""#Bavaria"">Bavaria<lb/></placeName> shott by them from their
              great<lb/> gunns. Given me by the <persName ref=""#Charles_Montagu""> Lord<lb/>
                <add rend=""underline"">Halifax</add></persName> who had it from the<lb/>
              <persName ref=""#Duke_Marlborough""> Duke of <add rend=""underline"">Marlborough</add></persName></p>
            <p>
              
              <metamark rend=""ink"">X</metamark>
            </p>
          </div3>
          "
Duke of Marlborough,#Duke_Marlborough,29153,['499'],Miscellanies.,EPF108491045,"-499.
            A 
              brasse
              head three barrels of wch. were
              left by the French when they retired from Brussels
              under the Elector of Bavaria shott by them from their
              great gunns. Given me by the  Lord
                Halifax who had it from the
               Duke of Marlborough
            
              
              X","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-499.</ea:catnum>
            <p>A 
              <material>brasse</material>
              <add rend=""underline"">head</add> three barrels<lb/> of w<hi rend=""sup"">ch</hi>. were
              left by the French<lb/> when they retired from <placeName ref=""#Brussels"">Brussels<lb/></placeName>
              under the Elector of <placeName ref=""#Bavaria"">Bavaria<lb/></placeName> shott by them from their
              great<lb/> gunns. Given me by the <persName ref=""#Charles_Montagu""> Lord<lb/>
                <add rend=""underline"">Halifax</add></persName> who had it from the<lb/>
              <persName ref=""#Duke_Marlborough""> Duke of <add rend=""underline"">Marlborough</add></persName></p>
            <p>
              
              <metamark rend=""ink"">X</metamark>
            </p>
          </div3>
          "
Mr. Robert Walker,#Mr_Robert_Walker,,['529'],Miscellanies.,EPF108491048,"-529.
            Packs of China
              cards given me by Mr. Robert
                Walker.
            
              
              25
            
            X","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-529.</ea:catnum>
            <p>Packs of <placeName ref=""#China"">China</placeName>
              <add rend=""underline"">cards</add> given me by <persName ref=""#Mr_Robert_Walker"">M<hi rend=""sup"">r</hi>. Robert<lb/>
                <add rend=""underline"">Walker</add></persName>.</p>
            <p>
              
              <add rend=""red"">25</add>
            </p>
            <metamark rend=""ink"">X</metamark>
          </div3>




          "
Coll. Laws,#Colonel_Laws,,['540'],Miscellanies.,EPF108491050,"-540.
            A  by the English leather
              purse embroidered together with the figure of a hand
              in horn? fastened to it to be worn to prevent thunder in the mines of Sta. Maria near
                Campeche in New Spain taken 
              of Jamaica from the Spainyards when they
              took those mines & given me by Coll.
                  Laws.
            
              
              29 C
              X","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-540.</ea:catnum>
            <p>A  by the English <material>leather</material>
              <add rend=""underline"">purse</add> embroidered together<lb/> with the figure of a hand
              in<lb/> horn? fastened to it to be worn<lb/> to prevent <add rend=""underline"">thunder</add> in the mines<lb/> of S<hi rend=""sup"">ta</hi>. Maria near
                <placeName ref=""#Campeche"">Campeche<lb/></placeName> in New Spain taken <lb/>
              <metamark function=""carets"">of <placeName ref=""#Jamaica"">Jamaica</placeName></metamark> from the<lb/> Spainyards when they
              took those<lb/> mines &amp; given me by <persName ref=""#Colonel_Laws"">Coll.<lb/>
                  <add rend=""underline"">Laws</add></persName>.</p>
            <p>
              
              <add rend=""red"">29 C</add>
              <metamark rend=""ink"">X</metamark>
            </p>
          </div3>
          "
Mrs. Sadler,#Mrs_Sadler,,['543'],Miscellanies.,EPF108491051,"-543.
            A Guinea smallest deers foot made into a tobacco stopper
              by being tipld with gold -  vid 1027
              . sent me by Mrs. Sadler from
              Jamaica. Cervus Juvencus, perpussilus
                Guineensis Seba. tom. 1. Tab. 43. P. 70.
            
              
              
              
              27 a","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-543.</ea:catnum>
            <p>A <placeName ref=""#Guinea"">Guinea</placeName> smallest <add rend=""underline"">deers</add> foot<lb/> made into a tobacco <add rend=""underline"">stopper</add><lb/>
              by being tipld with <material>gold</material> - <add hand=""shift""> vid 1027
              .</add><lb/> sent me by <persName ref=""#Mrs_Sadler"">M<hi rend=""sup"">rs</hi>. <add rend=""underline"">Sadler</add></persName> from<lb/>
              <placeName ref=""#Jamaica"">Jamaica</placeName>. <bibl>Cervus Juvencus, perpussilus<lb/>
                Guineensis Seba. tom. 1. Tab. 43. P. 70.</bibl></p>
            <p>
              
              
              
              <add rend=""red"">27 a</add>
            </p>
          </div3>

          "
Mr. Gore,#Mr_Gore,,['559'],Miscellanies.,EPF108491052,"-559.
            A medecine for agues brought from E.
                India from a Banian Dr. by Mr. Gore 7 graines poudered to be taken 3 mornings in a
              Spoonfull of broath, posset drink, or rose water - tryed & proved by Mr.
            
              
              
              25","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-559.</ea:catnum>
            <p>A medecine for <add rend=""underline"">agues</add> brought from <placeName ref=""#East_Indies"">E.<lb/>
                India</placeName> from a Banian D<hi rend=""sup"">r</hi>. by <persName ref=""#Mr_Gore"">M<hi rend=""sup"">r</hi>. Gore</persName><lb/> 7 graines poudered to be taken 3 mornings<lb/> in a
              Spoonfull of broath, posset drink, or rose water - tryed &amp; proved by M<hi rend=""sup"">r</hi>.</p>
            <p>
              
              
              <add rend=""red"">25</add>
            </p>
          </div3>





          "
Mr. Orchard,#Mr_Orchard,,['564'],Miscellanies.,EPF108491053,"-564.
            A China
              belt , given me by Mr.
                Orchard.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-564.</ea:catnum>
            <p>A <placeName ref=""#China"">China</placeName>
              <add rend=""underline"">belt</add> , given me by <persName ref=""#Mr_Orchard"">M<hi rend=""sup"">r</hi>.<lb/>
                <add rend=""underline"">Orchard</add></persName>.</p>
            <p>
              
            </p>
          </div3>

          "
Mr. Pinfold,#John_Pinfold,,['566'],Miscellanies.,EPF108491053,"-566.
            2 Glasse
              rings made in imitation of Cornelian from 
                  Mr. Pinfold.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-566.</ea:catnum>
            <p>2 <material>Glasse</material>
              <add rend=""underline"">rings</add> made in imitation<lb/> of Cornelian from <persName ref=""#John_Pinfold"">
                  M<hi rend=""sup"">r</hi>. <add rend=""underline"">Pinfold</add></persName>.</p>
          </div3>

          "
Dr. Adair,#Patrick_Adair,279541491,['568'],Miscellanies.,EPF108491053,"-568.
            An East India baskett , from the East Indies by  Dr.
                  Adair.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-568.</ea:catnum>
            <p>An East India <add rend=""underline"">baskett</add> , from<lb/> the <placeName ref=""#East_Indies"">East Indies</placeName> by <persName ref=""#Patrick_Adair""> D<hi rend=""sup"">r</hi>.
                  <add rend=""underline"">Adair</add></persName>. </p>
            <gap reason=""illegible""/>
            <p>
              
            </p>
          </div3>

          "
Mr. Chichele,#Edmund_Chishull,22478268,['570'],Miscellanies.,EPF108491054,"-570.
            The pipe of a long Turkish
              tobacco
              pipe made of wood turned. given
              me by  Mr. Chichele.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-570.</ea:catnum>
            <p>The pipe of a long <placeName ref=""#Turkey"">Turkish</placeName>
              <add rend=""underline"">tobacco</add><lb/>
              <add rend=""underline"">pipe</add> made of <material>wood</material> turned.<lb/> given
              me by <persName ref=""#Edmund_Chishull""> M<hi rend=""sup"">r</hi>. <add rend=""underline"">Chichele</add></persName>.</p>
          </div3>

          "
Mr. Middleton,#Mr_Middleton,,['573'],Miscellanies.,EPF108491054,"-573.
            A  made of Cord
              hemp & porcupines
                quills died from the Iroquois by the Indian Kings given me by
                 Mr. Middleton
              , for tying their prisoners.
            
              
              
              19 J
              X","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-573.</ea:catnum>
            <p>A  made of <add rend=""underline"">Cord</add>
              <material>hemp</material> &amp; <material>porcupines
                quills</material><lb/> died from the Iroquois by the Indian<lb/> Kings given me by
                <persName ref=""#Mr_Middleton""> M<hi rend=""sup"">r</hi>. <add rend=""underline"">Middleton</add></persName>
              , for<lb/> tying their prisoners.</p>
            <p>
              
              
              <add rend=""red"">19 J</add>
              <metamark rend=""ink"">X</metamark>
            </p>
          </div3>
          "
Sr. Charles Wager,#Sir_Charles_Wager,15716435,['579'],Miscellanies.,EPF108491055,"-579.
            A silver instrument to be
              fastened to the end of the penis to keep that
                part from hurt by the bryars & thorns in Darien brought from thence by  Sr. Charles Wager &
              given me by  Dr. Mead.
            
              
              X","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-579.</ea:catnum>
            <p>A <add rend=""underline""><material>silver</material> instrument</add> to be
              fastened<lb/> to the end of the <add rend=""underline"">penis</add> to keep<lb/> that
                <measure>part</measure> from hurt by the bryars<lb/> &amp; thorns in <placeName ref=""#Darien"">Darien</placeName> brought<lb/> from thence by <persName ref=""#Sir_Charles_Wager""> S<hi rend=""sup"">r</hi>. Charles <add rend=""underline"">Wager</add></persName><lb/> &amp;
              given me by <persName ref=""#Richard_Mead""> D<hi rend=""sup"">r</hi>. <add rend=""underline"">Mead</add></persName>.</p>
            <p>
              
              <metamark rend=""ink"">X</metamark>
            </p>
          </div3>
          "
Dr. Mead,#Richard_Mead,45083556,['579'],Miscellanies.,EPF108491055,"-579.
            A silver instrument to be
              fastened to the end of the penis to keep that
                part from hurt by the bryars & thorns in Darien brought from thence by  Sr. Charles Wager &
              given me by  Dr. Mead.
            
              
              X","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-579.</ea:catnum>
            <p>A <add rend=""underline""><material>silver</material> instrument</add> to be
              fastened<lb/> to the end of the <add rend=""underline"">penis</add> to keep<lb/> that
                <measure>part</measure> from hurt by the bryars<lb/> &amp; thorns in <placeName ref=""#Darien"">Darien</placeName> brought<lb/> from thence by <persName ref=""#Sir_Charles_Wager""> S<hi rend=""sup"">r</hi>. Charles <add rend=""underline"">Wager</add></persName><lb/> &amp;
              given me by <persName ref=""#Richard_Mead""> D<hi rend=""sup"">r</hi>. <add rend=""underline"">Mead</add></persName>.</p>
            <p>
              
              <metamark rend=""ink"">X</metamark>
            </p>
          </div3>
          "
Mr. Bernard,#Mr_Bernard,,['580'],Miscellanies.,EPF108491055,"-580.
            A piece of a dish
              a target covered wt. gilt
                  leather taken up out of the Spainish galeon that was Shipwrackd in 1588. on the coast of
                Scotland about 100 years after when it was covered
              in part with a thin crust from the sea water given me by
                  Mr. Bernard who had it of","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-580.</ea:catnum>
            <p>A <measure>piece</measure> of a <add rend=""underline"">dish</add>
              <metamark function=""carets"">a target covered w<hi rend=""sup"">t</hi>. <material>gilt
                  leather</material></metamark> taken up out of<lb/> the <metamark function=""carets"">Spainish</metamark> galeon that was Shipwrackd<lb/> in 1588. on the coast of
                <placeName ref=""#Scotland"">Scotland<lb/></placeName> about 100 years after when it<lb/> was covered
              in part with a <measure>thin</measure><lb/> crust from the sea water given<lb/> me by
                  <persName ref=""#Mr_Bernard"">M<hi rend=""sup"">r</hi>. Bernard</persName> who had it of </p>
            <gap reason=""illegible""/>
            <p>
              
            </p>
          </div3>




          "
Alexr. Brown,#Alexander_Brown,,['586'],Miscellanies.,EPF108491057,"-586.
            Another quiver wt. 8 arrowes 2
              of them intire Larger then the precedent, the one end
              being headed & besmeared wt. poyson, the other
              having a piece of
              Lignum levissimum fastened to it, There is like wise a
                hollow
              small
              joint of a cane likely to contain poyson & a pencill
              made of a triangular
              hollow stalk likely of some
              cyperus , the hairs of it are like small
              ostridges feathers. These three last out of the
              collection of Alexr. Brown.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-586.</ea:catnum>
            <p>Another <add rend=""underline"">quiver</add> w<hi rend=""sup"">t</hi>. 8 arrowes<lb/> 2
              of them <measure>intire</measure> Larger then the<lb/> precedent, the one end
              being<lb/> headed &amp; besmeared w<hi rend=""sup"">t</hi>. poyson,<lb/> the other
              having a <measure>piece</measure> of<lb/>
              <material>Lignum levissimum</material> fastened to<lb/> it, There is like wise a
                <measure type=""shape"">hollow</measure><lb/>
              <measure type=""sizeWeight"">small</measure>
              <measure>joint</measure> of a cane likely to<lb/> contain poyson &amp; a pencill
              made<lb/> of a <measure type=""shape"">triangular</measure>
              <measure type=""shape"">hollow</measure> stalk<lb/> likely of <measure>some</measure>
              <material>cyperus</material> , the hairs<lb/> of it are like <measure type=""sizeWeight"">small</measure>
              <material>ostridges<lb/> feathers</material>. These three last out of<lb/> the
              collection of <persName ref=""#Alexander_Brown"">Alex<hi rend=""sup"">r</hi>. <add rend=""underline"">Brown</add></persName>.</p>
            <p>
              
            </p>
          </div3>

          "
Mr. Maidstone,#Mr._Maidstone,,['593'],Miscellanies.,EPF108491058,"-593.
            A Chinese organ to be held in the hand & plaid
              upon given me by
              Mr. Maidstone.
            
              
            
            X","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-593.</ea:catnum>
            <p>A Chinese <add rend=""underline"">organ</add> to be held in the<lb/> hand &amp; plaid
              upon given me by<lb/>
              <persName ref=""#Mr_Maidstone, Mr._Maidstone"">M<hi rend=""sup"">r</hi>. <add rend=""underline"">Maidstone</add></persName>.</p>
            <p>
              
            </p>
            <metamark rend=""ink"">X</metamark>
          </div3>




          "
Dr. Brown,#Dr._Brown,,['596'],Miscellanies.,EPF108491059,"-596.
            An oyle from Florence or Rome for bitings
              of vipers &c? Dr.
                Brown.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-596.</ea:catnum>
            <p>An <add rend=""underline""><material>oyle</material></add> from <placeName ref=""#Florence"">Florence</placeName> or <placeName ref=""#Rome"">Rome<lb/></placeName> for bitings
              of vipers &amp;c? <persName ref=""#Dr._Brown""><add rend=""underline"">D<hi rend=""sup"">r</hi>.
                Brown</add></persName>.</p>
            <p>
              
            </p>
          </div3>

          "
Dr. Brown,#Dr._Brown,,['597'],Miscellanies.,EPF108491059,"-597.
            Olio contra Veleni, della
              Spezieria de'padri di Sto. Spirito di Fiorenza
              Dr. Brown wt.. an account of its vertues.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-597.</ea:catnum>
            <p><add rend=""underline""><material>Olio</material></add> contra Veleni, della
              Spezieria<lb/> de'padri di S<hi rend=""sup"">to</hi>. Spirito di Fiorenza<lb/>
              <persName ref=""#Dr._Brown"">D<hi rend=""sup"">r</hi>. <add rend=""underline"">Brown</add></persName> w<hi rend=""sup"">t.</hi>. an account of its<lb/> vertues.</p>
            <p>
              
            </p>
          </div3>

          "
Dr. Brown,#Dr._Brown,,['599'],Miscellanies.,EPF108491059,"-599.
            Liquore da dissenterie o altri flussi della
              Spezieria &c. Dr. Brown.
            
              
              
              67 F","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-599.</ea:catnum>
            <p>Liquore da <add rend=""underline"">dissenterie</add> o altri flussi<lb/> della
              Spezieria &amp;c. <persName ref=""#Dr._Brown"">D<hi rend=""sup"">r</hi>. <add rend=""underline"">Brown</add></persName>.</p>
            <p>
              
              
              <add rend=""red"">67 F</add>
            </p>
          </div3>

          "
Dr. Brown,#Dr._Brown,,['600'],Miscellanies.,EPF108491059,"-600.
            Oleum absynthÿ chymic. 
              Dr. Brown.
            
              
              
              67 F","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-600.</ea:catnum>
            <p><add rend=""underline""><material>Oleum</material></add> absynthÿ chymic. 
              <persName ref=""#Dr._Brown"">D<hi rend=""sup"">r</hi>. <add rend=""underline"">Brown</add></persName>.</p>
            <p>
              
              
              <add rend=""red"">67 F</add>
            </p>
          </div3>




          "
Dr. Brown,#Dr._Brown,,['601'],Miscellanies.,EPF108491060,"-601.
            OP. e cort. citri express. Dr. Brown.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-601.</ea:catnum>
            <p>OP. e cort. citri express. <persName ref=""#Dr._Brown"">D<hi rend=""sup"">r</hi>. <add rend=""underline"">Brown</add></persName>.</p>
            <p>
              
            </p>
          </div3>

          "
Dr. Br,#Dr._Brown,,['602'],Miscellanies.,EPF108491060,"-602.
            Oleum anisi. Dr. Br.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-602.</ea:catnum>
            <p><material>Oleum</material> anisi. <persName ref=""#Dr._Brown"">D<hi rend=""sup"">r</hi>. <add rend=""underline"">Br</add></persName>.</p>
            <p>
              
            </p>
          </div3>

          "
Dr. Brown,#Dr._Brown,,['603'],Miscellanies.,EPF108491060,"-603.
            Oleum Salviæ. Dr. Brown.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-603.</ea:catnum>
            <p><material>Oleum</material> Salviæ. <persName ref=""#Dr._Brown"">D<hi rend=""sup"">r</hi>. <add rend=""underline"">Brown</add></persName>.</p>
            <p>
              
            </p>
          </div3>

          "
Dr. Brown,#Dr._Brown,,['604'],Miscellanies.,EPF108491060,"-604.
            Oleum petrolei? Dr. Brown.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-604.</ea:catnum>
            <p><material>Oleum</material> petrolei? <persName ref=""#Dr._Brown"">D<hi rend=""sup"">r</hi>. <add rend=""underline"">Brown</add></persName>.</p>
            <p>
              
            </p>
          </div3>

          "
Dr. Brown,#Dr._Brown,,['605'],Miscellanies.,EPF108491060,"-605.
            Unto da nervi, della Spezieria de Padri di S. Spirito di Fiorenza.
              Dr. Brown.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-605.</ea:catnum>
            <p>Unto da nervi, della Spezieria de<lb/> Padri di S. Spirito di Fiorenza.<lb/>
              <persName ref=""#Dr._Brown"">D<hi rend=""sup"">r</hi>. <add rend=""underline"">Brown</add></persName>.</p>
            <p>
              
            </p>
          </div3>

          "
Dr. Brown,#Dr._Brown,,['606'],Miscellanies.,EPF108491060,"-606.
            Elixir vite. Dr. Brown.","<div3 xmlns=""http://www.tei-c.org/ns/1.0"" xmlns:ea=""http://www.enlightenmentarchitectures.org"">
            <ea:catnum type=""primary"" place=""margin"">-606.</ea:catnum>
            <p>Elixir vite. <persName ref=""#Dr._Brown"">D<hi rend=""sup"">r</hi>. <add rend=""underline"">Brown</add></persName>.</p>
            <p>
              
            </p>
          </div3>

          "
